timestamp,open,high,low,close,volume,close_time,quote_asset_volume,num_trades,taker_buy_base_volume,taker_buy_quote_volume,ignore
2018-07-26 21:00:00,8145.72000000,8159.99000000,7914.00000000,7972.3,7465.44497500,1532642399999,59969882.27524883,36160,3172.92884000,25493496.99098553,0
2018-07-26 22:00:00,7972.30000000,8057.11000000,7912.03000000,7915.0,3599.83017600,1532645999999,28714585.26603556,18199,1840.14724200,14681296.69072294,0
2018-07-26 23:00:00,7917.00000000,7958.21000000,7850.06000000,7920.0,4105.98131500,1532649599999,32449557.99697837,19303,1930.95666400,15265357.18753416,0
2018-07-27 00:00:00,7920.00000000,7963.94000000,7891.24000000,7908.77,1845.98364900,1532653199999,14621980.00720673,9043,1001.33430000,7932612.63060890,0
2018-07-27 01:00:00,7909.33000000,7934.18000000,7861.04000000,7895.05,1937.13013100,1532656799999,15306854.51513513,7884,1084.32791900,8569764.08406527,0
2018-07-27 02:00:00,7892.80000000,7918.52000000,7872.99000000,7876.48,1350.62050000,1532660399999,10672314.28655816,7131,683.21551400,5398653.08076234,0
2018-07-27 03:00:00,7879.98000000,7911.23000000,7870.00000000,7886.35,1325.58545100,1532663999999,10463289.19458678,6915,786.40269400,6207468.45703550,0
2018-07-27 04:00:00,7886.90000000,7954.93000000,7885.17000000,7941.15,1504.50549700,1532667599999,11925478.85817387,7552,837.40875500,6639024.92643862,0
2018-07-27 05:00:00,7942.61000000,7943.06000000,7915.00000000,7927.84,1211.86334200,1532671199999,9608950.69812151,6603,723.54953700,5737190.38744878,0
2018-07-27 06:00:00,7927.83000000,7936.10000000,7885.77000000,7920.19,1180.63403600,1532674799999,9342284.54029186,7057,693.38721900,5487849.94462325,0
2018-07-27 07:00:00,7916.07000000,7928.99000000,7897.00000000,7916.99,1147.02055700,1532678399999,9070969.18787835,7114,626.36015000,4953698.32718508,0
2018-07-27 08:00:00,7916.99000000,8002.78000000,7913.44000000,7974.99,1826.54845100,1532681999999,14540411.03220849,10241,1156.93452200,9210888.04426264,0
2018-07-27 09:00:00,7975.00000000,8003.81000000,7957.00000000,7961.32,1279.27253300,1532685599999,10210853.26457200,6965,781.74777300,6239888.23305759,0
2018-07-27 10:00:00,7961.32000000,7965.77000000,7927.99000000,7955.16,1273.18091000,1532689199999,10120787.90986713,7000,584.65722800,4647654.05146958,0
2018-07-27 11:00:00,7955.16000000,7961.00000000,7910.00000000,7938.07,1469.94562700,1532692799999,11655312.42068464,7097,736.40019200,5840069.48204399,0
2018-07-27 12:00:00,7934.69000000,7939.82000000,7820.00000000,7841.57,2370.93132200,1532696399999,18664412.99457146,12888,1053.54936100,8297665.62722481,0
2018-07-27 13:00:00,7845.01000000,7896.54000000,7805.00000000,7894.98,2069.88072100,1532699999999,16258945.85729423,12002,1015.84359700,7982757.18115230,0
2018-07-27 14:00:00,7894.98000000,7901.45000000,7832.29000000,7833.56,1499.29664200,1532703599999,11792766.32367382,8169,789.61439000,6209846.77769697,0
2018-07-27 15:00:00,7833.97000000,8199.51000000,7832.01000000,8152.56,6375.23584200,1532707199999,51561964.47315615,32147,3177.00147900,25669195.76327137,0
2018-07-27 16:00:00,8157.22000000,8244.43000000,8152.17000000,8191.73,2986.48376100,1532710799999,24488844.24633334,15702,1549.49383600,12705087.43585889,0
2018-07-27 17:00:00,8191.73000000,8202.79000000,8157.65000000,8177.86,1629.17456800,1532714399999,13327063.66394658,7713,913.74456900,7474574.25746138,0
2018-07-27 18:00:00,8177.93000000,8280.00000000,8177.86000000,8269.22,2044.51199300,1532717999999,16845809.73217187,10229,1208.00470300,9954250.49430629,0
2018-07-27 19:00:00,8269.22000000,8285.00000000,8207.77000000,8221.63,1656.48378000,1532721599999,13650654.11337120,8546,796.18047000,6562052.36539601,0
2018-07-27 20:00:00,8220.20000000,8254.00000000,8214.46000000,8230.41,1360.36015800,1532725199999,11204313.03728967,5903,699.76784700,5764013.06227268,0
2018-07-27 21:00:00,8230.40000000,8277.20000000,8230.00000000,8257.05,1056.46694400,1532728799999,8717588.16841228,6373,614.44932200,5070170.90789240,0
