timestamp,open,high,low,close,volume,close_time,quote_asset_volume,num_trades,taker_buy_base_volume,taker_buy_quote_volume,ignore
2021-10-10 21:00:00,55429.80000000,55442.88000000,54400.00000000,54801.07,5993.41711000,1633903199999,328554825.24018000,163664,3167.80853000,173613787.46012160,0
2021-10-10 22:00:00,54801.07000000,54973.74000000,54566.02000000,54913.45,3584.27213000,1633906799999,196272484.75797300,80349,1734.34756000,94976476.74586010,0
2021-10-10 23:00:00,54913.45000000,54945.24000000,54333.85000000,54659.0,3387.95644000,1633910399999,185360122.42801040,77071,1643.60896000,89926994.81222420,0
2021-10-11 00:00:00,54659.01000000,55180.00000000,54415.06000000,55159.93,3890.61709000,1633913999999,213173085.58318540,106828,1964.01073000,107610015.60888120,0
2021-10-11 01:00:00,55159.93000000,55637.67000000,55066.69000000,55334.02,3707.49514000,1633917599999,205404492.66671240,90748,1880.61670000,104182456.24985540,0
2021-10-11 02:00:00,55334.01000000,55800.00000000,55278.00000000,55799.99,1565.43544000,1633921199999,86850590.14929540,42481,748.73516000,41551058.42018800,0
2021-10-11 03:00:00,55799.99000000,56750.00000000,55660.00000000,56507.09,4168.01438900,1633924799999,234236797.73640191,135726,2171.08914500,122056394.13247813,0
2021-10-11 04:00:00,56505.05000000,56724.04000000,56341.87000000,56460.0,2040.65784000,1633928399999,115330262.18628340,61111,1102.29990000,62291158.59497210,0
2021-10-11 05:00:00,56460.00000000,56589.44000000,56142.85000000,56528.93,1540.32288000,1633931999999,86889626.90323170,56242,761.25332000,42944289.11282450,0
2021-10-11 06:00:00,56528.88000000,56776.51000000,56464.92000000,56678.63,1558.43430300,1633935599999,88235142.09477418,59397,874.31480300,49506821.47295018,0
2021-10-11 07:00:00,56678.63000000,57049.00000000,56560.00000000,56789.76,2911.58022600,1633939199999,165362919.31768921,111363,1718.78589400,97641140.21668653,0
2021-10-11 08:00:00,56789.76000000,56879.95000000,56308.66000000,56555.0,2224.87461000,1633942799999,125828561.74521630,70231,1086.93187000,61469064.21742050,0
2021-10-11 09:00:00,56555.00000000,56748.00000000,56394.99000000,56491.79,1291.80252000,1633946399999,73062829.05503040,40485,666.28432000,37681729.88982710,0
2021-10-11 10:00:00,56491.79000000,56551.84000000,56172.04000000,56177.65,1473.80189000,1633949999999,83147973.13565690,41812,664.32438000,37485823.85754550,0
2021-10-11 11:00:00,56177.65000000,56657.14000000,55862.78000000,56407.51,2660.96681000,1633953599999,149625947.93987990,69538,1237.37649000,69589506.82928130,0
2021-10-11 12:00:00,56406.68000000,56547.00000000,56092.33000000,56462.83,1461.27631000,1633957199999,82378259.12167750,43752,718.60204000,40510443.57317370,0
2021-10-11 13:00:00,56462.83000000,57429.01000000,56462.82000000,57222.78,4727.33454000,1633960799999,269457490.74787889,146352,2255.60159000,128581558.16825070,0
2021-10-11 14:00:00,57222.79000000,57678.00000000,57006.34000000,57447.99,3453.70619600,1633964399999,198212869.44509010,108895,1805.38469900,103635712.34657175,0
2021-10-11 15:00:00,57447.99000000,57597.98000000,57201.01000000,57490.18,1520.69251000,1633967999999,87291102.32673300,53867,755.55123000,43373162.95245370,0
2021-10-11 16:00:00,57490.17000000,57768.36000000,57232.13000000,57280.0,2031.69907000,1633971599999,116699711.63311123,78893,1029.08091000,59120181.00246573,0
2021-10-11 17:00:00,57280.00000000,57562.73000000,57168.67000000,57418.99,1478.00113000,1633975199999,84820840.38755150,52083,798.89615000,45849852.45397760,0
2021-10-11 18:00:00,57418.99000000,57572.74000000,57201.00000000,57343.26,1439.18253000,1633978799999,82624360.11354990,44757,706.80945000,40586373.41177620,0
2021-10-11 19:00:00,57343.26000000,57839.04000000,57332.15000000,57488.33,1773.27763700,1633982399999,102132814.29547700,63363,946.98452200,54546254.28855613,0
2021-10-11 20:00:00,57488.33000000,57506.84000000,56800.00000000,57327.03,3094.67330000,1633985999999,176960961.01414270,85441,1468.76491000,83988104.35629840,0
2021-10-11 21:00:00,57327.03000000,57400.00000000,56999.53000000,57156.54,1268.91227000,1633989599999,72521965.06182960,57188,622.52141000,35582153.95890680,0
